,DNase
chr1:134235456:134235457:NM_001282945:Adora1,1.7710866427502086
chr1:134235456:134235457:NM_001291930:Adora1,1.7710866427502086
chr1:134234855:134234856:NM_001291928:Adora1,1.7775347979876595
chr1:134235456:134235457:NM_001039510:Adora1,1.7710866427502086
chr1:134235456:134235457:NM_001008533:Adora1,1.7710866427502086
chr1:33669793:33669794:NM_008922:Prim2,0.460117834333266
chr1:9299876:9299877:NM_001290390:Sntg1,2.3436761080124313
chr1:58713285:58713286:NM_207653:Cflar,-0.7824262674305541
chr1:9299876:9299877:NM_001290393:Sntg1,2.3436761080124313
chr1:9299876:9299877:NM_001290392:Sntg1,2.3436761080124313
chr1:58711490:58711491:NM_001289704:Cflar,-0.8240254320652642
chr1:25829706:25829707:NM_175642:Adgrb3,3.878249908122112
chr1:9299876:9299877:NM_027671:Sntg1,2.3436761080124313
chr1:58711490:58711491:NM_001293804:Cflar,-0.8240254320652642
chr1:58713285:58713286:NM_009805:Cflar,-0.7824262674305541
chr1:75506451:75506452:NM_178884:Obsl1,0.3093298607100033
chr1:125676995:125676996:NM_027677:Gpr39,-0.6146986994270451
chr1:75506451:75506452:NM_001310679:Obsl1,0.3093298607100033
chr1:184557690:184557691:NR_040472:1700112H15Rik,-0.2830332921247101
chr1:176213941:176213942:NM_001195816:Pld5,2.318104953035334
chr1:193035774:193035775:NM_181546:Syt14,0.7193715827970527
chr1:167689557:167689558:NM_033652:Lmx1a,1.1456057561566229
chr1:176275311:176275312:NM_176916:Pld5,1.7704399954132073
chr1:193035774:193035775:NM_001301370:Syt14,0.7193715827970527
chr1:11414104:11414105:NM_001160369:A830018L16Rik,0.7837837579916159
chr1:10719944:10719945:NM_001289497:Cpa6,0.6602201398156169
chr1:11414104:11414105:NM_001160370:A830018L16Rik,0.7837837579916159
chr1:10719944:10719945:NM_177834:Cpa6,0.6602201398156169
chr1:13660508:13660509:NM_145381:Lactb2,-1.117438127596481
chr1:11414104:11414105:NM_001160371:A830018L16Rik,0.7837837579916159
chr1:11414104:11414105:NM_177173:A830018L16Rik,0.7837837579916159
chr1:11414104:11414105:NM_001310451:A830018L16Rik,0.7837837579916159
chr1:20951625:20951626:NM_027974:Efhc1,0.49221146507651337
chr1:32172805:32172806:NM_133235:Khdrbs2,2.560201129713587
chr1:38821214:38821215:NM_001029878:Lonrf2,1.4795126777967083
chr1:39847329:39847330:NR_040465:1700066B17Rik,0.142656470302798
chr1:36709924:36709925:NM_146107:Actr1b,-0.017327615548955493
chr1:46066737:46066738:NM_001160386:Dnah7b,0.8935928070236621
chr1:42952871:42952872:NM_053107:Gpr45,1.7644587423511546
chr1:54557683:54557684:NM_001163314:Pgap1,0.4358023823601824
chr1:53706783:53706784:NM_001252070:Dnah7a,0.4136879542882231
chr1:55405945:55405946:NM_001114663:Plcl1,1.4184046988238277
chr1:61638823:61638824:NM_001081050:Pard3b,0.3611819091625963
chr1:59764278:59764279:NM_007561:Bmpr2,0.8438408215007428
chr1:69951614:69951615:NM_025728:Spag16,0.32970588595438444
chr1:71414909:71414910:NM_175210:Abca12,0.5732674079888993
chr1:72307420:72307421:NM_009533:Xrcc5,0.24351665381610116
chr1:74505820:74505821:NM_001310662:Usp37,-0.8600075783985404
chr1:69108058:69108059:NM_010154:Erbb4,2.965969816477548
chr1:69826969:69826970:NM_029160:Spag16,0.40514541758352485
chr1:74544285:74544286:NM_176972:Usp37,0.26075931974548994
chr1:73398967:73398968:NR_040605:D530049I02Rik,0.20707964520408076
chr1:73407568:73407569:NR_003202:Pinc,0.37257938084463615
chr1:80758552:80758553:NM_175291:Dock10,0.6488541327604352
chr1:86703803:86703804:NM_001172157:Dis3l2,0.24178479890571633
chr1:89070461:89070462:NM_133816:Sh3bp4,1.0071062117449152
chr1:88070778:88070779:NM_201644:Ugt1a9,-1.2641247736600438
chr1:88055410:88055411:NM_201641:Ugt1a10,-1.4520166890570523
chr1:84935082:84935083:NM_027921:Slc16a14,1.3917145273923865
chr1:86703803:86703804:NM_153530:Dis3l2,0.24178479890571633
chr1:93342787:93342788:NM_080850:Pask,-0.39377464198552947
chr1:106938956:106938957:NM_001199213:Serpinb12,-0.11550009957784654
chr1:104768818:104768819:NM_011800:Cdh20,2.117275665135433
chr1:106934448:106934449:NM_027971:Serpinb12,-0.08131027658291173
chr1:109983722:109983723:NM_172853:Cdh7,3.131373806166712
chr1:109982899:109982900:NM_001316743:Cdh7,3.1226952602119287
chr1:115685136:115685137:NM_001077425:Cntnap5a,2.0402770334631666
chr1:109983301:109983302:NM_001316744:Cdh7,3.129671510561092
chr1:124045558:124045559:NM_199021:Dpp10,3.1374928488220184
chr1:118389057:118389058:NM_029709:Clasp1,-0.11557784975207215
chr1:118389057:118389058:NM_001293301:Clasp1,-0.11557784975207215
chr1:118389057:118389058:NM_001293300:Clasp1,-0.11557784975207215
chr1:131097842:131097843:NM_008551:Mapkapk2,0.6768587599820544
chr1:132139684:132139685:NM_008795:Cdk18,0.804459312194407
chr1:127868772:127868773:NM_178690:Rab3gap1,0.013154988919760717
chr1:129273303:129273304:NM_172485:Thsd7b,1.9066396245755877
chr1:135284083:135284084:NM_145417:Rnpep,0.2942441837168387
chr1:135284083:135284084:NM_001159624:Rnpep,0.2942441837168387
chr1:136346103:136346104:NM_001081360:Camsap2,1.3752098464477047
chr1:139454772:139454773:NM_009791:Aspm,-0.4281184690006726
chr1:140246256:140246257:NM_001081027:Kcnt2,0.7672821919665281
chr1:136346103:136346104:NM_001347109:Camsap2,1.3752098464477047
chr1:136346103:136346104:NM_001347110:Camsap2,1.3752098464477047
chr1:149961289:149961290:NM_008869:Pla2g4a,0.3598193572558388
chr1:146495665:146495666:NM_153539:Brinp3,2.8520358608958096
chr1:143702892:143702893:NM_145991:Cdc73,0.01826656531264706
chr1:146497686:146497687:NM_001145807:Brinp3,2.8220169723555157
chr1:155158702:155158703:NM_021433:Stx6,0.36182338995050045
chr1:152090319:152090320:NM_197990:1700025G04Rik,1.836065786102406
chr1:152955100:152955101:NM_175460:Nmnat2,1.5093892916612148
chr1:158356259:158356260:NM_207583:Brinp2,3.047816157522092
chr1:157412594:157412595:NM_177644:Rasal2,0.9509372540770319
chr1:165708093:165708094:NM_001038846:Rcsd1,-0.681488385240871
chr1:165708093:165708094:NM_178593:Rcsd1,-0.681488385240871
chr1:160792937:160792938:NM_013862:Rabgap1l,-0.0624303948069117
chr1:175492544:175492545:NM_011880:Rgs7,1.604047892653354
chr1:170927582:170927583:NM_001160215:Fcrla,-1.5759077671252482
chr1:170927582:170927583:NM_145141:Fcrla,-1.5759077671252482
chr1:175492544:175492545:NM_001199003:Rgs7,1.604047892653354
chr1:170927582:170927583:NR_027666:Fcrla,-1.5759077671252482
chr1:175492544:175492545:NM_001347195:Rgs7,1.604047892653354
chr1:181352627:181352628:NM_001160212:Cnih3,1.1034999678671469
chr1:181352627:181352628:NM_001160211:Cnih3,1.1034999678671469
chr1:180330475:180330476:NM_001081175:Itpkb,0.5286035126710767
chr1:179518002:179518003:NM_027188:Smyd3,-0.5402943669866345
chr1:177248766:177248767:NM_011785:Akt3,0.978030789302181
chr1:181352627:181352628:NM_028408:Cnih3,1.1034999678671469
chr1:182409166:182409167:NM_173378:Trp53bp2,0.4512201783264154
chr1:185537335:185537336:NR_030555:Mir297c,0.07720484281757561
chr1:187609005:187609006:NM_001243792:Esrrg,0.7427361953390245
chr1:189728267:189728268:NM_008976:Ptpn14,-0.23541054340682013
chr1:190911769:190911770:NM_178775:Rps6kc1,0.3230566929287995
chr1:188262837:188262838:NM_021408:Ush2a,0.7507147421039505
chr1:186705988:186705989:NM_009367:Tgfb2,1.078515730078325
chr1:186705988:186705989:NM_001329107:Tgfb2,1.078515730078325
chr1:195017398:195017399:NR_015566:A330023F24Rik,1.4781640975770403
chr1:3671497:3671498:NM_001011874:Xkr4,2.2048653870589385
chr1:5018733:5018734:NM_001290372:Rgs20,1.5619489713652603
chr1:5019538:5019539:NM_021374:Rgs20,1.590066051062655
chr1:5083085:5083086:NM_133826:Atp6v1h,-0.028497284906902825
chr1:5070284:5070285:NM_001177795:Rgs20,-0.20624819157807311
chr1:4409240:4409241:NM_001195662:Rp1,-0.10121852029271002
chr1:5083085:5083086:NM_001310442:Atp6v1h,-0.028497284906902825
chr1:6730050:6730051:NR_045189:St18,3.4100287082393943
chr1:6730050:6730051:NR_045188:St18,3.4100287082393943
chr1:6487230:6487231:NM_001244693:St18,0.8319348258682084
chr1:6730050:6730051:NM_173868:St18,3.4100287082393943
chr1:6487230:6487231:NM_001244692:St18,0.8319348258682084
chr1:9548045:9548046:NM_175236:Adhfe1,-0.6818499256023157
chr1:10232669:10232670:NM_001102430:Arfgef1,0.13781981189412032
chr1:9798129:9798130:NM_133220:Sgk3,0.1153373256170309
chr1:9700208:9700209:NM_001290397:Mybl1,-0.4988620634615398
chr1:9700208:9700209:NM_008651:Mybl1,-0.4988620634615398
chr1:10038217:10038218:NM_026493:Cspp1,-0.2118888816437376
chr1:9798129:9798130:NM_177547:Sgk3,0.1153373256170309
chr1:9967484:9967485:NM_001285425:Tcf24,-0.8650190775631112
chr1:9631091:9631092:NR_015470:2610203C22Rik,0.9370481256271541
chr1:9548045:9548046:NR_027664:Adhfe1,-0.6818499256023157
chr1:10865873:10865874:NR_030645:Mir467e,-0.9317170530483161
chr1:10993464:10993465:NM_029525:Prex2,0.5686198789967364
chr1:11263962:11263963:NM_001033636:Prex2,-0.5782531402947528
chr1:12692429:12692430:NM_001198566:Sulf1,0.7874602590472061
chr1:12692429:12692430:NM_001198565:Sulf1,0.7874602590472061
chr1:12718544:12718545:NM_172294:Sulf1,0.37661994240907326
chr1:13374082:13374083:NM_008678:Ncoa2,0.4091160782692408
chr1:13372428:13372429:NM_001302702:Ncoa2,0.42879905046427325
chr1:12991134:12991135:NM_172841:Slco5a1,1.013270551964969
chr1:14310198:14310199:NM_001252192:Eya1,0.8578098750889072
chr1:14310198:14310199:NM_010164:Eya1,0.8578098750889072
chr1:14310198:14310199:NM_001310459:Eya1,0.8578098750889072
chr1:15312451:15312452:NM_001098528:Kcnb2,0.8804822361645456
chr1:16519301:16519302:NM_025303:Stau2,0.979164617435439
chr1:16519301:16519302:NM_001111272:Stau2,0.979164617435439
chr1:16105881:16105882:NM_133832:Rdh10,0.27624481766077735
chr1:16656864:16656865:NM_026456:Eloc,-0.2709246697092092
chr1:16657118:16657119:NM_001310470:Eloc,-0.26715975576276174
chr1:15892721:15892722:NM_001033288:Sbspon,0.15856176868175184
chr1:16519114:16519115:NM_001347044:Stau2,0.9746866744947343
chr1:16519301:16519302:NM_001347045:Stau2,0.979164617435439
chr1:17097888:17097889:NM_020604:Jph1,0.9782085274363008
chr1:17727645:17727646:NR_130314:Gm16070,1.330912766594547
chr1:18223563:18223564:NR_002879:Defb44-ps,-0.574929990508139
chr1:19103021:19103022:NM_153154:Tfap2d,2.9312228800445994
chr1:20618056:20618057:NM_153179:Pkhd1,0.2680931815615995
chr1:21961941:21961942:NM_023872:Kcnq5,0.7054503560249581
chr1:21961941:21961942:NM_001160139:Kcnq5,0.7054503560249581
chr1:21962649:21962650:NM_001310477:Kcnq5,0.6944474594425379
chr1:22432842:22432843:NM_053270:Rims1,0.2925635060497958
chr1:22805723:22805724:NM_001012625:Rims1,2.6861437780132147
chr1:22432842:22432843:NM_183018:Rims1,0.2925635060497958
chr1:22805723:22805724:NM_001012624:Rims1,2.6861437780132147
chr1:22432842:22432843:NM_001012623:Rims1,0.2925635060497958
chr1:22805723:22805724:NM_001012623:Rims1,2.6861437780132147
chr1:23922380:23922381:NM_028534:Smap1,0.5053654381939564
chr1:23909735:23909736:NM_001290683:Smap1,0.3363822375860316
chr1:23909735:23909736:NR_110972:Smap1,0.3363822375860316
chr1:24587436:24587437:NM_007733:Col19a1,1.19055739969163
chr1:24195202:24195203:NM_001290691:Col9a1,1.1486678133837973
chr1:24177609:24177610:NM_007740:Col9a1,1.237765357059048
chr1:31176434:31176435:NM_153601:Lgsn,0.566904938039117
chr1:31222655:31222656:NR_033445:4931428L18Rik,0.3507009062177988
chr1:31096453:31096454:NR_136907:Gm29669,-0.5000632871385365
chr1:34011824:34011825:NM_134448:Dst,1.5238746452456553
chr1:34459745:34459746:NM_011206:Ptpn18,-0.3489007632824003
