,H3K27ac
chr1:134235456:134235457:NM_001282945:Adora1,2.6872606641546533
chr1:134235456:134235457:NM_001291930:Adora1,2.6872606641546533
chr1:134234855:134234856:NM_001291928:Adora1,2.6935573920739513
chr1:134235456:134235457:NM_001039510:Adora1,2.6872606641546533
chr1:134235456:134235457:NM_001008533:Adora1,2.6872606641546533
chr1:33669793:33669794:NM_008922:Prim2,-0.16351355774598944
chr1:9299876:9299877:NM_001290390:Sntg1,0.7839057775520125
chr1:58713285:58713286:NM_207653:Cflar,-1.549527375847056
chr1:9299876:9299877:NM_001290393:Sntg1,0.7839057775520125
chr1:9299876:9299877:NM_001290392:Sntg1,0.7839057775520125
chr1:58711490:58711491:NM_001289704:Cflar,-1.5276318522826091
chr1:25829706:25829707:NM_175642:Adgrb3,1.047932885105483
chr1:9299876:9299877:NM_027671:Sntg1,0.7839057775520125
chr1:58711490:58711491:NM_001293804:Cflar,-1.5276318522826091
chr1:58713285:58713286:NM_009805:Cflar,-1.549527375847056
chr1:75506451:75506452:NM_178884:Obsl1,1.199017707885594
chr1:125676995:125676996:NM_027677:Gpr39,1.2556366543686546
chr1:75506451:75506452:NM_001310679:Obsl1,1.199017707885594
chr1:184557690:184557691:NR_040472:1700112H15Rik,-0.35353060876165876
chr1:176213941:176213942:NM_001195816:Pld5,0.9355616262874036
chr1:193035774:193035775:NM_181546:Syt14,0.7730583087813878
chr1:167689557:167689558:NM_033652:Lmx1a,0.9632490001422745
chr1:176275311:176275312:NM_176916:Pld5,1.0731258407065445
chr1:193035774:193035775:NM_001301370:Syt14,0.7730583087813878
chr1:11414104:11414105:NM_001160369:A830018L16Rik,0.7130090547491428
chr1:10719944:10719945:NM_001289497:Cpa6,0.7847089684867926
chr1:11414104:11414105:NM_001160370:A830018L16Rik,0.7130090547491428
chr1:10719944:10719945:NM_177834:Cpa6,0.7847089684867926
chr1:13660508:13660509:NM_145381:Lactb2,-0.9022888202391623
chr1:11414104:11414105:NM_001160371:A830018L16Rik,0.7130090547491428
chr1:11414104:11414105:NM_177173:A830018L16Rik,0.7130090547491428
chr1:11414104:11414105:NM_001310451:A830018L16Rik,0.7130090547491428
chr1:20951625:20951626:NM_027974:Efhc1,0.946295189935402
chr1:32172805:32172806:NM_133235:Khdrbs2,0.7505416248639908
chr1:38821214:38821215:NM_001029878:Lonrf2,1.2676475889179262
chr1:39847329:39847330:NR_040465:1700066B17Rik,0.5935759460735226
chr1:36709924:36709925:NM_146107:Actr1b,-0.3807580022453956
chr1:46066737:46066738:NM_001160386:Dnah7b,0.58671427369893
chr1:42952871:42952872:NM_053107:Gpr45,1.8437895907916355
chr1:54557683:54557684:NM_001163314:Pgap1,0.69081061313896
chr1:53706783:53706784:NM_001252070:Dnah7a,0.7240506283194441
chr1:55405945:55405946:NM_001114663:Plcl1,1.146828579845316
chr1:61638823:61638824:NM_001081050:Pard3b,0.10690352377616884
chr1:59764278:59764279:NM_007561:Bmpr2,-0.2097580685701027
chr1:69951614:69951615:NM_025728:Spag16,-0.5694369975650729
chr1:71414909:71414910:NM_175210:Abca12,0.32451935658307385
chr1:72307420:72307421:NM_009533:Xrcc5,0.23748027367413074
chr1:74505820:74505821:NM_001310662:Usp37,-1.2274635551706838
chr1:69108058:69108059:NM_010154:Erbb4,1.0739185636445903
chr1:69826969:69826970:NM_029160:Spag16,0.3817409634390694
chr1:74544285:74544286:NM_176972:Usp37,0.39336220831988966
chr1:73398967:73398968:NR_040605:D530049I02Rik,0.9102206407149442
chr1:73407568:73407569:NR_003202:Pinc,0.721292546289949
chr1:80758552:80758553:NM_175291:Dock10,-1.194311385471373
chr1:86703803:86703804:NM_001172157:Dis3l2,-0.2599804217534308
chr1:89070461:89070462:NM_133816:Sh3bp4,1.055213500339066
chr1:88070778:88070779:NM_201644:Ugt1a9,-0.7764675797941479
chr1:88055410:88055411:NM_201641:Ugt1a10,-0.5754578988101835
chr1:84935082:84935083:NM_027921:Slc16a14,1.144621522887295
chr1:86703803:86703804:NM_153530:Dis3l2,-0.2599804217534308
chr1:93342787:93342788:NM_080850:Pask,-0.4630286038808724
chr1:106938956:106938957:NM_001199213:Serpinb12,-0.616753939689685
chr1:104768818:104768819:NM_011800:Cdh20,1.1256593662530023
chr1:106934448:106934449:NM_027971:Serpinb12,-0.6511327797251988
chr1:109983722:109983723:NM_172853:Cdh7,0.37441176826512246
chr1:109982899:109982900:NM_001316743:Cdh7,0.3747870374888212
chr1:115685136:115685137:NM_001077425:Cntnap5a,-0.12618888266818312
chr1:109983301:109983302:NM_001316744:Cdh7,0.3776994094277716
chr1:124045558:124045559:NM_199021:Dpp10,0.4496445102424112
chr1:118389057:118389058:NM_029709:Clasp1,-0.9490385321283726
chr1:118389057:118389058:NM_001293301:Clasp1,-0.9490385321283726
chr1:118389057:118389058:NM_001293300:Clasp1,-0.9490385321283726
chr1:131097842:131097843:NM_008551:Mapkapk2,-0.2280146704819915
chr1:132139684:132139685:NM_008795:Cdk18,1.3726461992253616
chr1:127868772:127868773:NM_178690:Rab3gap1,-0.24937074918859525
chr1:129273303:129273304:NM_172485:Thsd7b,0.9250063708716155
chr1:135284083:135284084:NM_145417:Rnpep,0.19188456632328638
chr1:135284083:135284084:NM_001159624:Rnpep,0.19188456632328638
chr1:136346103:136346104:NM_001081360:Camsap2,-0.4153966908022568
chr1:139454772:139454773:NM_009791:Aspm,-0.8497531842855347
chr1:140246256:140246257:NM_001081027:Kcnt2,0.04039635500618696
chr1:136346103:136346104:NM_001347109:Camsap2,-0.4153966908022568
chr1:136346103:136346104:NM_001347110:Camsap2,-0.4153966908022568
chr1:149961289:149961290:NM_008869:Pla2g4a,-0.8922613945874779
chr1:146495665:146495666:NM_153539:Brinp3,0.9894911086552732
chr1:143702892:143702893:NM_145991:Cdc73,-1.1403532061203356
chr1:146497686:146497687:NM_001145807:Brinp3,0.9791203778838279
chr1:155158702:155158703:NM_021433:Stx6,0.24989386658397714
chr1:152090319:152090320:NM_197990:1700025G04Rik,0.5311688249166444
chr1:152955100:152955101:NM_175460:Nmnat2,1.4706116901041235
chr1:158356259:158356260:NM_207583:Brinp2,1.6552402069480632
chr1:157412594:157412595:NM_177644:Rasal2,-0.06010772866595674
chr1:165708093:165708094:NM_001038846:Rcsd1,-0.531914241209888
chr1:165708093:165708094:NM_178593:Rcsd1,-0.531914241209888
chr1:160792937:160792938:NM_013862:Rabgap1l,-1.0921666047677439
chr1:175492544:175492545:NM_011880:Rgs7,1.1897837133991311
chr1:170927582:170927583:NM_001160215:Fcrla,-0.7906508356894112
chr1:170927582:170927583:NM_145141:Fcrla,-0.7906508356894112
chr1:175492544:175492545:NM_001199003:Rgs7,1.1897837133991311
chr1:170927582:170927583:NR_027666:Fcrla,-0.7906508356894112
chr1:175492544:175492545:NM_001347195:Rgs7,1.1897837133991311
chr1:181352627:181352628:NM_001160212:Cnih3,0.8510410410830227
chr1:181352627:181352628:NM_001160211:Cnih3,0.8510410410830227
chr1:180330475:180330476:NM_001081175:Itpkb,0.04466559133480127
chr1:179518002:179518003:NM_027188:Smyd3,-0.3906171841891321
chr1:177248766:177248767:NM_011785:Akt3,-0.5888009415911245
chr1:181352627:181352628:NM_028408:Cnih3,0.8510410410830227
chr1:182409166:182409167:NM_173378:Trp53bp2,-0.03135577394633972
chr1:185537335:185537336:NR_030555:Mir297c,1.2747367533136054
